,question,answer,image_path
13953,is there a rectangle in the image?,yes,./data/train/images/1451.png
13954,does the image not contain a circle?,yes,./data/train/images/1451.png
13955,is there not a black shape in the image?,yes,./data/train/images/1451.png
13956,is no black shape present?,yes,./data/train/images/1451.png
13957,is there not a gray shape in the image?,yes,./data/train/images/1451.png
13958,is no red shape present?,yes,./data/train/images/1451.png
13959,what shape is in the image?,circle,./data/train/images/1452.png
13960,what is the color of the circle?,red,./data/train/images/1452.png
13961,what is the color of the shape?,red,./data/train/images/1452.png
13962,is there a rectangle in the image?,no,./data/train/images/1452.png
13963,is there a triangle in the image?,no,./data/train/images/1452.png
13964,is there a gray shape?,no,./data/train/images/1452.png
13965,is there not a gray shape in the image?,yes,./data/train/images/1452.png
13966,is a teal shape present?,no,./data/train/images/1452.png
13967,what shape is in the image?,triangle,./data/train/images/1453.png
13968,is there not a teal shape?,yes,./data/train/images/1453.png
13969,what shape is in the image?,rectangle,./data/train/images/1454.png
13970,what shape does the image contain?,rectangle,./data/train/images/1454.png
13971,what is the black shape?,rectangle,./data/train/images/1454.png
13972,what is the color of the rectangle?,black,./data/train/images/1454.png
13973,what color is the shape?,black,./data/train/images/1454.png
13974,does the image not contain a rectangle?,no,./data/train/images/1454.png
13975,is a triangle present?,no,./data/train/images/1454.png
13976,is there not a triangle in the image?,yes,./data/train/images/1454.png
13977,is no triangle present?,yes,./data/train/images/1454.png
13978,is there a red shape in the image?,no,./data/train/images/1454.png
13979,is there not a red shape in the image?,yes,./data/train/images/1454.png
13980,does the image not contain a red shape?,yes,./data/train/images/1454.png
13981,is a blue shape present?,no,./data/train/images/1454.png
13982,is there a yellow shape?,no,./data/train/images/1454.png
13983,does the image contain a brown shape?,no,./data/train/images/1454.png
13984,what shape is in the image?,triangle,./data/train/images/1455.png
13985,what shape does the image contain?,triangle,./data/train/images/1455.png
13986,what is the color of the triangle?,blue,./data/train/images/1455.png
13987,what color is the shape?,blue,./data/train/images/1455.png
13988,what is the color of the shape?,blue,./data/train/images/1455.png
13989,does the image contain a blue shape?,yes,./data/train/images/1455.png
13990,is a blue shape present?,yes,./data/train/images/1455.png
13991,is there not a yellow shape in the image?,yes,./data/train/images/1455.png
13992,is no teal shape present?,yes,./data/train/images/1455.png
13993,is there not a brown shape?,yes,./data/train/images/1455.png
13994,what shape is in the image?,rectangle,./data/train/images/1456.png
13995,what shape does the image contain?,rectangle,./data/train/images/1456.png
13996,does the image contain a triangle?,no,./data/train/images/1456.png
13997,is a triangle present?,no,./data/train/images/1456.png
13998,is a black shape present?,no,./data/train/images/1456.png
13999,does the image not contain a black shape?,yes,./data/train/images/1456.png
14000,is there not a gray shape?,yes,./data/train/images/1456.png
14001,is there a green shape in the image?,no,./data/train/images/1456.png
14002,is there not a teal shape?,yes,./data/train/images/1456.png
14003,what shape is in the image?,circle,./data/train/images/1457.png
14004,what shape does the image contain?,circle,./data/train/images/1457.png
14005,what color is the circle?,black,./data/train/images/1457.png
14006,what is the color of the circle?,black,./data/train/images/1457.png
14007,what color is the shape?,black,./data/train/images/1457.png
14008,is there not a black shape?,no,./data/train/images/1457.png
14009,is there not a red shape in the image?,yes,./data/train/images/1457.png
14010,is no teal shape present?,yes,./data/train/images/1457.png
14011,is there a brown shape?,no,./data/train/images/1457.png
14012,what shape is in the image?,triangle,./data/train/images/1458.png
14013,what shape does the image contain?,triangle,./data/train/images/1458.png
14014,what is the color of the triangle?,black,./data/train/images/1458.png
14015,is there not a rectangle in the image?,yes,./data/train/images/1458.png
14016,is there a black shape?,yes,./data/train/images/1458.png
14017,is a black shape present?,yes,./data/train/images/1458.png
14018,is there not a blue shape?,yes,./data/train/images/1458.png
14019,is there not a blue shape in the image?,yes,./data/train/images/1458.png
14020,is a yellow shape present?,no,./data/train/images/1458.png
14021,what is the color of the triangle?,brown,./data/train/images/1459.png
14022,what is the color of the shape?,brown,./data/train/images/1459.png
14023,is there a rectangle in the image?,no,./data/train/images/1459.png
14024,is there not a rectangle?,yes,./data/train/images/1459.png
14025,is no circle present?,yes,./data/train/images/1459.png
14026,is a gray shape present?,no,./data/train/images/1459.png
14027,is there not a blue shape?,yes,./data/train/images/1459.png
14028,is there not a teal shape in the image?,yes,./data/train/images/1459.png
14029,is there a brown shape?,yes,./data/train/images/1459.png
14030,is there not a brown shape?,no,./data/train/images/1459.png
14031,is there not a brown shape in the image?,no,./data/train/images/1459.png
14032,what shape is present?,triangle,./data/train/images/1460.png
14033,what shape does the image contain?,triangle,./data/train/images/1460.png
14034,what is the black shape?,triangle,./data/train/images/1460.png
14035,what color is the triangle?,black,./data/train/images/1460.png
14036,what is the color of the shape?,black,./data/train/images/1460.png
14037,does the image not contain a rectangle?,yes,./data/train/images/1460.png
14038,is there not a triangle in the image?,no,./data/train/images/1460.png
14039,does the image not contain a triangle?,no,./data/train/images/1460.png
14040,does the image contain a black shape?,yes,./data/train/images/1460.png
14041,is a gray shape present?,no,./data/train/images/1460.png
14042,is there not a gray shape?,yes,./data/train/images/1460.png
14043,is there a green shape?,no,./data/train/images/1460.png
14044,is there not a green shape?,yes,./data/train/images/1460.png
14045,is there not a yellow shape in the image?,yes,./data/train/images/1460.png
14046,is there not a teal shape in the image?,yes,./data/train/images/1460.png
14047,what shape is present?,rectangle,./data/train/images/1461.png
14048,what color is the shape?,teal,./data/train/images/1461.png
14049,what is the color of the shape?,teal,./data/train/images/1461.png
14050,is there a rectangle in the image?,yes,./data/train/images/1461.png
14051,is there a black shape?,no,./data/train/images/1461.png
14052,is there not a black shape?,yes,./data/train/images/1461.png
14053,is a red shape present?,no,./data/train/images/1461.png
14054,does the image not contain a red shape?,yes,./data/train/images/1461.png
14055,is there not a green shape?,yes,./data/train/images/1461.png
14056,does the image not contain a green shape?,yes,./data/train/images/1461.png
14057,is no blue shape present?,yes,./data/train/images/1461.png
14058,is a brown shape present?,no,./data/train/images/1461.png
14059,what shape is present?,rectangle,./data/train/images/1462.png
14060,does the image not contain a rectangle?,no,./data/train/images/1462.png
14061,is there not a triangle in the image?,yes,./data/train/images/1462.png
14062,is a black shape present?,yes,./data/train/images/1462.png
14063,does the image not contain a black shape?,no,./data/train/images/1462.png
14064,is a gray shape present?,no,./data/train/images/1462.png
14065,does the image not contain a green shape?,yes,./data/train/images/1462.png
14066,does the image not contain a blue shape?,yes,./data/train/images/1462.png
14067,is a teal shape present?,no,./data/train/images/1462.png
14068,is there a brown shape?,no,./data/train/images/1462.png
14069,what is the color of the circle?,red,./data/train/images/1463.png
14070,is there a rectangle?,no,./data/train/images/1463.png
14071,does the image contain a rectangle?,no,./data/train/images/1463.png
14072,is there not a rectangle?,yes,./data/train/images/1463.png
14073,is no rectangle present?,yes,./data/train/images/1463.png
14074,does the image not contain a circle?,no,./data/train/images/1463.png
14075,does the image not contain a blue shape?,yes,./data/train/images/1463.png
14076,what shape is in the image?,triangle,./data/train/images/1464.png
14077,what is the blue shape?,triangle,./data/train/images/1464.png
14078,what color is the triangle?,blue,./data/train/images/1464.png
14079,what is the color of the triangle?,blue,./data/train/images/1464.png
14080,what color is the shape?,blue,./data/train/images/1464.png
14081,what is the color of the shape?,blue,./data/train/images/1464.png
14082,is there a rectangle?,no,./data/train/images/1464.png
14083,does the image contain a circle?,no,./data/train/images/1464.png
14084,is there a black shape in the image?,no,./data/train/images/1464.png
14085,is there not a green shape in the image?,yes,./data/train/images/1464.png
14086,is there not a teal shape?,yes,./data/train/images/1464.png
14087,is there not a teal shape in the image?,yes,./data/train/images/1464.png
14088,what shape is in the image?,rectangle,./data/train/images/1465.png
14089,what is the blue shape?,rectangle,./data/train/images/1465.png
14090,what color is the rectangle?,blue,./data/train/images/1465.png
14091,what color is the shape?,blue,./data/train/images/1465.png
14092,is there a green shape in the image?,no,./data/train/images/1465.png
14093,is there a blue shape in the image?,yes,./data/train/images/1465.png
14094,does the image contain a blue shape?,yes,./data/train/images/1465.png
14095,is a yellow shape present?,no,./data/train/images/1465.png
14096,is there not a yellow shape in the image?,yes,./data/train/images/1465.png
14097,is no teal shape present?,yes,./data/train/images/1465.png
14098,what shape does the image contain?,circle,./data/train/images/1466.png
14099,what is the color of the circle?,brown,./data/train/images/1466.png
14100,what color is the shape?,brown,./data/train/images/1466.png
14101,does the image not contain a triangle?,yes,./data/train/images/1466.png
14102,does the image contain a black shape?,no,./data/train/images/1466.png
14103,does the image not contain a gray shape?,yes,./data/train/images/1466.png
14104,does the image contain a green shape?,no,./data/train/images/1466.png
14105,does the image not contain a green shape?,yes,./data/train/images/1466.png
14106,is no yellow shape present?,yes,./data/train/images/1466.png
14107,is there a brown shape?,yes,./data/train/images/1466.png
14108,what shape is in the image?,triangle,./data/train/images/1467.png
14109,what shape is present?,triangle,./data/train/images/1467.png
14110,what color is the triangle?,yellow,./data/train/images/1467.png
14111,what color is the shape?,yellow,./data/train/images/1467.png
14112,does the image contain a rectangle?,no,./data/train/images/1467.png
14113,is there not a rectangle?,yes,./data/train/images/1467.png
14114,is there a triangle?,yes,./data/train/images/1467.png
14115,is there a red shape in the image?,no,./data/train/images/1467.png
14116,is a red shape present?,no,./data/train/images/1467.png
14117,does the image contain a green shape?,no,./data/train/images/1467.png
14118,does the image contain a teal shape?,no,./data/train/images/1467.png
14119,what shape is present?,circle,./data/train/images/1468.png
14120,what shape does the image contain?,circle,./data/train/images/1468.png
14121,does the image contain a rectangle?,no,./data/train/images/1468.png
14122,is there not a black shape in the image?,no,./data/train/images/1468.png
14123,does the image contain a gray shape?,no,./data/train/images/1468.png
14124,is there a yellow shape?,no,./data/train/images/1468.png
14125,is there a yellow shape in the image?,no,./data/train/images/1468.png
14126,does the image contain a brown shape?,no,./data/train/images/1468.png
14127,is there not a brown shape in the image?,yes,./data/train/images/1468.png
14128,what shape is present?,triangle,./data/train/images/1469.png
14129,what shape does the image contain?,triangle,./data/train/images/1469.png
14130,what is the color of the shape?,green,./data/train/images/1469.png
14131,is there not a circle in the image?,yes,./data/train/images/1469.png
14132,does the image not contain a black shape?,yes,./data/train/images/1469.png
14133,is no black shape present?,yes,./data/train/images/1469.png
14134,is there a green shape?,yes,./data/train/images/1469.png
14135,does the image not contain a yellow shape?,yes,./data/train/images/1469.png
14136,is there a teal shape in the image?,no,./data/train/images/1469.png
14137,is a teal shape present?,no,./data/train/images/1469.png
14138,what shape is in the image?,circle,./data/train/images/1470.png
14139,what is the blue shape?,circle,./data/train/images/1470.png
14140,what is the color of the circle?,blue,./data/train/images/1470.png
14141,is there not a rectangle?,yes,./data/train/images/1470.png
14142,is there a circle?,yes,./data/train/images/1470.png
14143,is no circle present?,no,./data/train/images/1470.png
14144,is a triangle present?,no,./data/train/images/1470.png
14145,is a black shape present?,no,./data/train/images/1470.png
14146,is a green shape present?,no,./data/train/images/1470.png
14147,is there not a green shape in the image?,yes,./data/train/images/1470.png
14148,does the image not contain a green shape?,yes,./data/train/images/1470.png
14149,is no green shape present?,yes,./data/train/images/1470.png
14150,does the image contain a blue shape?,yes,./data/train/images/1470.png
14151,is there a teal shape?,no,./data/train/images/1470.png
14152,is a brown shape present?,no,./data/train/images/1470.png
14153,is there not a brown shape in the image?,yes,./data/train/images/1470.png
14154,what shape is in the image?,triangle,./data/train/images/1471.png
14155,what shape does the image contain?,triangle,./data/train/images/1471.png
14156,is there a circle in the image?,no,./data/train/images/1471.png
14157,does the image contain a triangle?,yes,./data/train/images/1471.png
14158,is a blue shape present?,yes,./data/train/images/1471.png
14159,is there not a yellow shape in the image?,yes,./data/train/images/1471.png
14160,is there not a teal shape?,yes,./data/train/images/1471.png
14161,what is the teal shape?,rectangle,./data/train/images/1472.png
14162,is there not a circle in the image?,yes,./data/train/images/1472.png
14163,is there not a triangle?,yes,./data/train/images/1472.png
14164,is a red shape present?,no,./data/train/images/1472.png
14165,is there not a green shape?,yes,./data/train/images/1472.png
14166,is there a teal shape?,yes,./data/train/images/1472.png
14167,is a teal shape present?,yes,./data/train/images/1472.png
14168,is there a brown shape in the image?,no,./data/train/images/1472.png
14169,is a brown shape present?,no,./data/train/images/1472.png
14170,what shape is present?,triangle,./data/train/images/1473.png
14171,what shape does the image contain?,triangle,./data/train/images/1473.png
14172,what is the gray shape?,triangle,./data/train/images/1473.png
14173,is there a triangle?,yes,./data/train/images/1473.png
14174,is there not a triangle in the image?,no,./data/train/images/1473.png
14175,does the image contain a black shape?,no,./data/train/images/1473.png
14176,does the image not contain a red shape?,yes,./data/train/images/1473.png
14177,is a green shape present?,no,./data/train/images/1473.png
14178,does the image not contain a yellow shape?,yes,./data/train/images/1473.png
14179,does the image not contain a teal shape?,yes,./data/train/images/1473.png
14180,what shape is in the image?,rectangle,./data/train/images/1474.png
14181,what color is the shape?,black,./data/train/images/1474.png
14182,is there a rectangle in the image?,yes,./data/train/images/1474.png
14183,is a triangle present?,no,./data/train/images/1474.png
14184,is no gray shape present?,yes,./data/train/images/1474.png
14185,does the image contain a green shape?,no,./data/train/images/1474.png
14186,is there not a blue shape?,yes,./data/train/images/1474.png
14187,is there a yellow shape in the image?,no,./data/train/images/1474.png
14188,does the image contain a teal shape?,no,./data/train/images/1474.png
14189,is there not a teal shape in the image?,yes,./data/train/images/1474.png
14190,is there a brown shape?,no,./data/train/images/1474.png
14191,does the image contain a brown shape?,no,./data/train/images/1474.png
14192,what shape does the image contain?,circle,./data/train/images/1475.png
14193,what color is the circle?,yellow,./data/train/images/1475.png
14194,is there not a circle in the image?,no,./data/train/images/1475.png
14195,is there a black shape in the image?,no,./data/train/images/1475.png
14196,does the image not contain a black shape?,yes,./data/train/images/1475.png
14197,is there not a teal shape in the image?,yes,./data/train/images/1475.png
14198,does the image not contain a teal shape?,yes,./data/train/images/1475.png
14199,what shape does the image contain?,circle,./data/train/images/1476.png
14200,what is the gray shape?,circle,./data/train/images/1476.png
14201,what color is the circle?,gray,./data/train/images/1476.png
14202,is there a circle?,yes,./data/train/images/1476.png
14203,does the image contain a red shape?,no,./data/train/images/1476.png
14204,does the image not contain a red shape?,yes,./data/train/images/1476.png
14205,is there a yellow shape in the image?,no,./data/train/images/1476.png
14206,does the image contain a yellow shape?,no,./data/train/images/1476.png
14207,does the image not contain a yellow shape?,yes,./data/train/images/1476.png
14208,is there not a brown shape in the image?,yes,./data/train/images/1476.png
14209,what shape is present?,circle,./data/train/images/1477.png
14210,what shape does the image contain?,circle,./data/train/images/1477.png
14211,what is the teal shape?,circle,./data/train/images/1477.png
14212,what color is the circle?,teal,./data/train/images/1477.png
14213,is no rectangle present?,yes,./data/train/images/1477.png
14214,is there not a black shape in the image?,yes,./data/train/images/1477.png
14215,does the image contain a gray shape?,no,./data/train/images/1477.png
14216,is no gray shape present?,yes,./data/train/images/1477.png
14217,does the image not contain a red shape?,yes,./data/train/images/1477.png
14218,does the image not contain a blue shape?,yes,./data/train/images/1477.png
14219,is no yellow shape present?,yes,./data/train/images/1477.png
14220,does the image contain a teal shape?,yes,./data/train/images/1477.png
14221,what shape is in the image?,circle,./data/train/images/1478.png
14222,what shape does the image contain?,circle,./data/train/images/1478.png
14223,what color is the circle?,green,./data/train/images/1478.png
14224,what is the color of the circle?,green,./data/train/images/1478.png
14225,is there a rectangle?,no,./data/train/images/1478.png
14226,is there a gray shape?,no,./data/train/images/1478.png
14227,is there not a gray shape in the image?,yes,./data/train/images/1478.png
14228,does the image not contain a blue shape?,yes,./data/train/images/1478.png
14229,is no blue shape present?,yes,./data/train/images/1478.png
14230,is a teal shape present?,no,./data/train/images/1478.png
14231,what is the black shape?,rectangle,./data/train/images/1479.png
14232,what is the color of the rectangle?,black,./data/train/images/1479.png
14233,what color is the shape?,black,./data/train/images/1479.png
14234,is there a rectangle?,yes,./data/train/images/1479.png
14235,is there a circle in the image?,no,./data/train/images/1479.png
14236,is a circle present?,no,./data/train/images/1479.png
14237,does the image not contain a triangle?,yes,./data/train/images/1479.png
14238,is there a black shape in the image?,yes,./data/train/images/1479.png
14239,is a gray shape present?,no,./data/train/images/1479.png
14240,is there a brown shape in the image?,no,./data/train/images/1479.png
14241,is there not a brown shape?,yes,./data/train/images/1479.png
14242,what shape is in the image?,rectangle,./data/train/images/1480.png
14243,what color is the rectangle?,blue,./data/train/images/1480.png
14244,what is the color of the shape?,blue,./data/train/images/1480.png
14245,is there a circle in the image?,no,./data/train/images/1480.png
14246,does the image not contain a triangle?,yes,./data/train/images/1480.png
14247,is no black shape present?,yes,./data/train/images/1480.png
14248,is there a gray shape?,no,./data/train/images/1480.png
14249,is there not a green shape?,yes,./data/train/images/1480.png
14250,is no teal shape present?,yes,./data/train/images/1480.png
14251,is a brown shape present?,no,./data/train/images/1480.png
14252,is there not a brown shape in the image?,yes,./data/train/images/1480.png
14253,what shape is present?,rectangle,./data/train/images/1481.png
14254,what color is the rectangle?,green,./data/train/images/1481.png
14255,what color is the shape?,green,./data/train/images/1481.png
14256,does the image contain a circle?,no,./data/train/images/1481.png
14257,is there not a black shape in the image?,yes,./data/train/images/1481.png
14258,is there a gray shape?,no,./data/train/images/1481.png
14259,does the image not contain a blue shape?,yes,./data/train/images/1481.png
14260,is a teal shape present?,no,./data/train/images/1481.png
14261,is a brown shape present?,no,./data/train/images/1481.png
14262,what color is the rectangle?,gray,./data/train/images/1482.png
14263,what is the color of the rectangle?,gray,./data/train/images/1482.png
14264,is there a rectangle?,yes,./data/train/images/1482.png
14265,does the image not contain a triangle?,yes,./data/train/images/1482.png
14266,does the image contain a black shape?,no,./data/train/images/1482.png
14267,is there not a green shape?,yes,./data/train/images/1482.png
14268,is there a blue shape?,no,./data/train/images/1482.png
14269,does the image contain a yellow shape?,no,./data/train/images/1482.png
14270,does the image not contain a teal shape?,yes,./data/train/images/1482.png
14271,is a brown shape present?,no,./data/train/images/1482.png
14272,is there a rectangle?,yes,./data/train/images/1483.png
14273,is no circle present?,yes,./data/train/images/1483.png
14274,is there a triangle in the image?,no,./data/train/images/1483.png
14275,does the image not contain a triangle?,yes,./data/train/images/1483.png
14276,does the image not contain a black shape?,yes,./data/train/images/1483.png
14277,is no black shape present?,yes,./data/train/images/1483.png
14278,is there a gray shape?,no,./data/train/images/1483.png
14279,is no gray shape present?,yes,./data/train/images/1483.png
14280,does the image not contain a yellow shape?,yes,./data/train/images/1483.png
14281,is there not a teal shape in the image?,no,./data/train/images/1483.png
14282,is there a brown shape in the image?,no,./data/train/images/1483.png
14283,does the image not contain a brown shape?,yes,./data/train/images/1483.png
14284,what shape does the image contain?,triangle,./data/train/images/1484.png
14285,what color is the triangle?,blue,./data/train/images/1484.png
14286,what is the color of the triangle?,blue,./data/train/images/1484.png
14287,is there not a rectangle in the image?,yes,./data/train/images/1484.png
14288,is no circle present?,yes,./data/train/images/1484.png
14289,is there a gray shape?,no,./data/train/images/1484.png
14290,is there a red shape in the image?,no,./data/train/images/1484.png
14291,is no red shape present?,yes,./data/train/images/1484.png
14292,is a yellow shape present?,no,./data/train/images/1484.png
14293,what shape is present?,triangle,./data/train/images/1485.png
14294,what is the green shape?,triangle,./data/train/images/1485.png
14295,is there a triangle?,yes,./data/train/images/1485.png
14296,is there a black shape in the image?,no,./data/train/images/1485.png
14297,is there not a black shape?,yes,./data/train/images/1485.png
14298,does the image not contain a blue shape?,yes,./data/train/images/1485.png
14299,does the image not contain a yellow shape?,yes,./data/train/images/1485.png
14300,is there not a brown shape?,yes,./data/train/images/1485.png
14301,is there not a brown shape in the image?,yes,./data/train/images/1485.png
14302,what shape is in the image?,circle,./data/train/images/1486.png
14303,what is the color of the circle?,yellow,./data/train/images/1486.png
14304,what is the color of the shape?,yellow,./data/train/images/1486.png
14305,does the image not contain a rectangle?,yes,./data/train/images/1486.png
14306,is there not a triangle?,yes,./data/train/images/1486.png
14307,is there not a red shape?,yes,./data/train/images/1486.png
14308,is there not a green shape?,yes,./data/train/images/1486.png
14309,does the image contain a blue shape?,no,./data/train/images/1486.png
14310,does the image not contain a blue shape?,yes,./data/train/images/1486.png
14311,is there not a teal shape?,yes,./data/train/images/1486.png
14312,is no teal shape present?,yes,./data/train/images/1486.png
14313,is there not a black shape?,yes,./data/train/images/1487.png
14314,is a gray shape present?,yes,./data/train/images/1487.png
14315,is there not a gray shape in the image?,no,./data/train/images/1487.png
14316,is no green shape present?,yes,./data/train/images/1487.png
14317,is no yellow shape present?,yes,./data/train/images/1487.png
14318,is a teal shape present?,no,./data/train/images/1487.png
14319,does the image contain a brown shape?,no,./data/train/images/1487.png
14320,what is the red shape?,rectangle,./data/train/images/1488.png
14321,what is the color of the rectangle?,red,./data/train/images/1488.png
14322,what color is the shape?,red,./data/train/images/1488.png
14323,is a circle present?,no,./data/train/images/1488.png
14324,is there not a triangle?,yes,./data/train/images/1488.png
14325,is there a black shape in the image?,no,./data/train/images/1488.png
14326,does the image contain a black shape?,no,./data/train/images/1488.png
14327,is there a gray shape in the image?,no,./data/train/images/1488.png
14328,is there not a gray shape?,yes,./data/train/images/1488.png
14329,is there a blue shape?,no,./data/train/images/1488.png
14330,does the image not contain a yellow shape?,yes,./data/train/images/1488.png
14331,what shape is present?,triangle,./data/train/images/1489.png
14332,what is the red shape?,triangle,./data/train/images/1489.png
14333,what is the color of the triangle?,red,./data/train/images/1489.png
14334,what color is the shape?,red,./data/train/images/1489.png
14335,what is the color of the shape?,red,./data/train/images/1489.png
14336,is there not a rectangle?,yes,./data/train/images/1489.png
14337,is there not a gray shape?,yes,./data/train/images/1489.png
14338,is there not a gray shape in the image?,yes,./data/train/images/1489.png
14339,is there a green shape in the image?,no,./data/train/images/1489.png
14340,is there a yellow shape?,no,./data/train/images/1489.png
14341,is there not a yellow shape in the image?,yes,./data/train/images/1489.png
14342,does the image not contain a yellow shape?,yes,./data/train/images/1489.png
14343,is no teal shape present?,yes,./data/train/images/1489.png
14344,what shape is present?,circle,./data/train/images/1490.png
14345,what shape does the image contain?,circle,./data/train/images/1490.png
14346,what is the teal shape?,circle,./data/train/images/1490.png
14347,what is the color of the circle?,teal,./data/train/images/1490.png
14348,what color is the shape?,teal,./data/train/images/1490.png
14349,is no rectangle present?,yes,./data/train/images/1490.png
14350,does the image not contain a red shape?,yes,./data/train/images/1490.png
14351,is there not a blue shape in the image?,yes,./data/train/images/1490.png
14352,does the image contain a teal shape?,yes,./data/train/images/1490.png
14353,does the image contain a brown shape?,no,./data/train/images/1490.png
14354,does the image not contain a brown shape?,yes,./data/train/images/1490.png
14355,what shape is in the image?,circle,./data/train/images/1491.png
14356,what shape is present?,circle,./data/train/images/1491.png
14357,what is the color of the circle?,teal,./data/train/images/1491.png
14358,what color is the shape?,teal,./data/train/images/1491.png
14359,is no black shape present?,yes,./data/train/images/1491.png
14360,is no gray shape present?,yes,./data/train/images/1491.png
14361,is no red shape present?,yes,./data/train/images/1491.png
14362,is there a green shape in the image?,no,./data/train/images/1491.png
14363,is there a blue shape?,no,./data/train/images/1491.png
14364,is there not a yellow shape?,yes,./data/train/images/1491.png
14365,is there a teal shape in the image?,yes,./data/train/images/1491.png
14366,is there not a teal shape?,no,./data/train/images/1491.png
14367,what shape is present?,triangle,./data/train/images/1492.png
14368,what is the teal shape?,triangle,./data/train/images/1492.png
14369,what color is the triangle?,teal,./data/train/images/1492.png
14370,what is the color of the triangle?,teal,./data/train/images/1492.png
14371,what color is the shape?,teal,./data/train/images/1492.png
14372,is no circle present?,yes,./data/train/images/1492.png
14373,is a triangle present?,yes,./data/train/images/1492.png
14374,is there a red shape in the image?,no,./data/train/images/1492.png
14375,does the image not contain a yellow shape?,yes,./data/train/images/1492.png
14376,is there not a brown shape in the image?,yes,./data/train/images/1492.png
14377,what is the color of the shape?,green,./data/train/images/1493.png
14378,is there not a rectangle?,yes,./data/train/images/1493.png
14379,is there not a black shape?,yes,./data/train/images/1493.png
14380,is a red shape present?,no,./data/train/images/1493.png
14381,does the image contain a green shape?,yes,./data/train/images/1493.png
14382,does the image not contain a yellow shape?,yes,./data/train/images/1493.png
14383,is there a teal shape?,no,./data/train/images/1493.png
14384,what color is the circle?,teal,./data/train/images/1494.png
14385,is a rectangle present?,no,./data/train/images/1494.png
14386,does the image contain a circle?,yes,./data/train/images/1494.png
14387,is there a black shape in the image?,no,./data/train/images/1494.png
14388,is there a gray shape?,no,./data/train/images/1494.png
14389,does the image contain a gray shape?,no,./data/train/images/1494.png
14390,is there a green shape in the image?,no,./data/train/images/1494.png
14391,is no green shape present?,yes,./data/train/images/1494.png
14392,what shape does the image contain?,rectangle,./data/train/images/1495.png
14393,is no rectangle present?,no,./data/train/images/1495.png
14394,is there a circle in the image?,no,./data/train/images/1495.png
14395,does the image not contain a circle?,yes,./data/train/images/1495.png
14396,is there a triangle in the image?,no,./data/train/images/1495.png
14397,does the image contain a triangle?,no,./data/train/images/1495.png
14398,is there a red shape?,no,./data/train/images/1495.png
14399,does the image contain a green shape?,no,./data/train/images/1495.png
14400,is there not a blue shape?,yes,./data/train/images/1495.png
14401,does the image contain a yellow shape?,no,./data/train/images/1495.png
14402,is there a teal shape in the image?,no,./data/train/images/1495.png
14403,is there not a teal shape in the image?,yes,./data/train/images/1495.png
14404,is a brown shape present?,no,./data/train/images/1495.png
14405,what color is the rectangle?,green,./data/train/images/1496.png
14406,is there a triangle?,no,./data/train/images/1496.png
14407,is there a gray shape in the image?,no,./data/train/images/1496.png
14408,does the image contain a green shape?,yes,./data/train/images/1496.png
14409,is there not a green shape in the image?,no,./data/train/images/1496.png
14410,what color is the circle?,green,./data/train/images/1497.png
14411,what is the color of the circle?,green,./data/train/images/1497.png
14412,is no triangle present?,yes,./data/train/images/1497.png
14413,is there not a black shape?,yes,./data/train/images/1497.png
14414,is no blue shape present?,yes,./data/train/images/1497.png
14415,is no yellow shape present?,yes,./data/train/images/1497.png
14416,is there a rectangle in the image?,yes,./data/train/images/1498.png
14417,is a rectangle present?,yes,./data/train/images/1498.png
14418,does the image not contain a circle?,yes,./data/train/images/1498.png
14419,is there a black shape?,no,./data/train/images/1498.png
14420,is there not a gray shape in the image?,yes,./data/train/images/1498.png
14421,is no gray shape present?,yes,./data/train/images/1498.png
14422,is there not a green shape in the image?,no,./data/train/images/1498.png
14423,is no yellow shape present?,yes,./data/train/images/1498.png
14424,is there a teal shape?,no,./data/train/images/1498.png
14425,is a brown shape present?,no,./data/train/images/1498.png
14426,what is the color of the triangle?,teal,./data/train/images/1499.png
14427,is no triangle present?,no,./data/train/images/1499.png
14428,is a gray shape present?,no,./data/train/images/1499.png
14429,is there not a blue shape?,yes,./data/train/images/1499.png
14430,does the image contain a yellow shape?,no,./data/train/images/1499.png
14431,is there a brown shape?,no,./data/train/images/1499.png
14432,what shape is present?,circle,./data/train/images/1500.png
14433,what shape does the image contain?,circle,./data/train/images/1500.png
14434,what is the color of the circle?,yellow,./data/train/images/1500.png
14435,what color is the shape?,yellow,./data/train/images/1500.png
14436,does the image not contain a red shape?,yes,./data/train/images/1500.png
14437,is there a green shape?,no,./data/train/images/1500.png
14438,is there not a blue shape in the image?,yes,./data/train/images/1500.png
14439,does the image not contain a blue shape?,yes,./data/train/images/1500.png
14440,is there a rectangle in the image?,no,./data/train/images/1501.png
14441,is there a circle?,yes,./data/train/images/1501.png
14442,is there not a gray shape?,yes,./data/train/images/1501.png
14443,is there a red shape in the image?,no,./data/train/images/1501.png
14444,does the image not contain a blue shape?,yes,./data/train/images/1501.png
14445,is there a yellow shape?,no,./data/train/images/1501.png
14446,is there a teal shape?,yes,./data/train/images/1501.png
14447,is there a brown shape in the image?,no,./data/train/images/1501.png
14448,is there not a brown shape?,yes,./data/train/images/1501.png
14449,what shape is in the image?,rectangle,./data/train/images/1502.png
14450,what shape is present?,rectangle,./data/train/images/1502.png
14451,what shape does the image contain?,rectangle,./data/train/images/1502.png
14452,what is the green shape?,rectangle,./data/train/images/1502.png
